time,temp,hum,wind,power,cw_temp,chw_temp,pax,status,fan_freq,pump_freq
1235,25,45,2.07,16915.84,30.73,7.08,239,1,32.57,37.35
1240,25,45,2.16,16534.85,30.73,7.03,229,1,32.52,37.59
1245,25,45,1.95,16097.41,30.79,7.05,220,1,32.13,37.43
1250,25,45,2.22,15656.34,30.9,7.1,211,1,32.33,37.45
1255,25,45,2.16,14945.95,30.82,7.03,202,1,32.22,36.98
1260,25,45,1.88,14891.65,30.7,7.06,194,1,32.09,36.99
1265,25,45,2.18,14315.29,30.73,7.08,185,1,31.84,37.22
1270,25,45,1.96,14041.17,30.56,7.16,177,1,31.96,37.15
1275,25,45,1.76,13796.21,30.64,7.07,170,1,31.24,37.47
1280,25,45,1.93,13385.83,30.53,7.02,162,1,31.28,37.33
1285,25,45,1.85,12746.57,30.5,7.01,155,1,31.1,36.39
1290,25,45,2.28,12605.69,30.69,7.07,148,1,30.6,36.76
1295,25,45,1.7,12039.81,30.45,7.1,142,1,31.35,37.14
1300,25,45,2.11,12193.45,30.67,6.99,135,1,31.5,36.84
1305,25,45,1.9,11254.71,30.55,7.01,129,1,31.41,36.68
1310,25,45,2.03,10840.31,30.49,7.17,123,1,31.72,36.67
1315,25,45,1.92,10769.4,30.34,6.95,117,1,32.12,36.57
1320,25,45,2.25,10520.9,30.39,7.04,112,1,31.5,36.81
1325,25,45,2.07,10322.62,30.58,6.98,106,1,31.07,36.7
1330,25,45,1.95,9947.1,30.55,7.05,101,1,31.05,36.42
1335,25,45,1.84,10213.79,30.48,7.01,97,0,0.0,0.0
1340,25,45,2.01,9468.78,30.64,7.01,92,0,0.0,0.0
1345,25,45,2.35,9502.63,30.53,6.98,87,0,0.0,0.0
1350,25,45,1.74,9132.63,30.46,7.08,83,0,0.0,0.0
1355,25,45,1.79,9066.57,30.37,6.99,79,0,0.0,0.0
1360,25,45,2.28,8559.95,30.67,7.11,75,0,0.0,0.0
1365,25,45,2.15,8625.13,30.65,7.08,71,0,0.0,0.0
1370,25,45,1.73,8338.38,30.4,6.91,68,0,0.0,0.0
1375,25,45,1.88,8300.48,30.48,6.97,64,0,0.0,0.0
1380,25,45,1.78,8332.75,30.51,7.0,61,0,0.0,0.0
1385,25,45,1.98,7486.88,30.41,7.01,58,0,0.0,0.0
1390,25,45,2.22,7418.01,30.44,6.95,55,0,0.0,0.0
1395,25,45,2.08,7753.88,30.33,6.97,52,0,0.0,0.0
1400,25,45,1.79,7570.25,30.37,7.09,49,0,0.0,0.0
1405,25,45,1.59,7355.47,30.32,7.0,46,0,0.0,0.0
1410,25,45,2.37,7204.28,30.58,7.0,44,0,0.0,0.0
1415,25,45,1.83,7105.38,30.29,7.02,41,0,0.0,0.0
1420,25,45,1.87,6874.47,30.34,7.06,39,0,0.0,0.0
1425,25,45,2.08,6797.94,30.37,7.02,37,0,0.0,0.0
1430,25,45,1.91,6575.07,30.38,6.94,35,0,0.0,0.0
1435,25,45,1.76,6420.16,30.21,7.03,33,0,0.0,0.0
0,25,45,2.36,6178.64,30.4,6.98,31,0,0.0,0.0
5,25,45,2.18,6730.73,30.3,7.06,33,0,0.0,0.0
10,25,45,1.77,6526.32,30.33,7.06,35,0,0.0,0.0
15,25,45,2.02,6959.85,30.23,6.96,37,0,0.0,0.0
20,25,45,1.83,6683.4,30.25,7.0,39,0,0.0,0.0
25,25,45,1.77,6823.44,30.58,7.03,41,0,0.0,0.0
30,25,45,2.19,7367.71,30.28,7.06,44,0,0.0,0.0
35,25,45,1.95,7579.05,30.3,7.09,46,0,0.0,0.0
40,25,45,2.05,7399.68,30.32,7.04,49,0,0.0,0.0
45,25,45,2.25,7482.11,30.54,7.02,52,0,0.0,0.0
50,25,45,2.16,7459.4,30.32,7.07,55,0,0.0,0.0
55,25,45,1.71,8079.55,30.51,7.01,58,0,0.0,0.0
60,25,45,2.03,7997.76,30.51,7.0,61,0,0.0,0.0
65,25,45,1.94,8329.54,30.53,7.04,64,0,0.0,0.0
70,25,45,2.09,8242.5,30.31,7.03,68,0,0.0,0.0
75,25,45,2.1,8319.61,30.46,7.12,71,0,0.0,0.0
80,25,45,2.05,8591.47,30.46,7.05,75,0,0.0,0.0
85,25,45,1.82,9038.8,30.6,7.09,79,0,0.0,0.0
90,25,45,2.36,9246.14,30.46,7.09,83,0,0.0,0.0
95,25,45,2.07,9330.1,30.54,7.1,87,0,0.0,0.0
100,25,45,2.13,9383.35,30.26,7.03,92,0,0.0,0.0
105,25,45,1.87,9532.67,30.36,7.02,97,0,0.0,0.0
110,25,45,2.06,10001.42,30.58,7.04,101,1,30.62,36.72
115,25,45,2.3,10409.76,30.24,7.09,106,1,30.11,37.46
120,25,45,1.78,10728.11,30.53,7.05,112,1,31.01,36.37
125,25,45,1.79,10842.93,30.59,7.09,117,1,30.42,37.0
130,25,45,1.76,11426.41,30.46,6.94,123,1,31.39,36.46
135,25,45,2.11,11182.48,30.51,7.09,129,1,30.47,36.48
140,25,45,2.04,11678.06,30.49,7.11,135,1,31.59,36.78
145,25,45,2.19,12057.0,30.46,7.11,142,1,30.59,36.61
150,25,45,2.29,12635.89,30.65,7.04,148,1,30.89,36.99
155,25,45,2.22,12659.43,30.38,7.03,155,1,31.02,36.63
160,25,45,2.23,13312.63,30.56,6.96,162,1,32.01,37.05
165,25,45,2.37,13413.73,30.56,7.15,170,1,31.84,36.82
170,25,45,2.13,13746.32,30.8,7.15,177,1,31.39,37.37
175,25,45,2.19,14251.94,30.72,7.05,185,1,31.66,37.18
180,25,45,2.01,14545.82,30.54,7.04,194,1,32.27,37.31
185,25,45,1.84,15499.91,30.7,7.1,202,1,31.61,37.19
190,25,45,1.99,15452.95,30.83,7.06,211,1,31.22,36.85
195,25,45,2.26,15978.17,30.88,7.01,220,1,31.69,37.61
200,25,45,2.09,16417.84,30.86,7.03,229,1,31.82,37.06
205,25,45,2.12,16742.27,30.92,6.99,239,1,33.04,37.7
210,25,45,2.04,17397.03,30.81,7.1,249,1,32.56,37.42
215,25,45,2.2,17759.19,30.94,7.06,260,1,32.51,37.4
220,25,45,2.3,17952.57,30.91,7.08,270,1,32.44,38.13
225,25,45,1.71,18728.44,30.93,6.97,281,1,32.51,38.04
230,25,45,1.77,19706.6,30.97,7.14,292,1,32.81,37.8
235,25,45,2.3,20353.61,31.08,7.09,304,1,33.88,38.24
240,25,45,1.99,20858.35,31.24,7.11,316,1,32.79,38.08
245,25,45,2.05,21206.33,30.88,7.11,328,1,33.21,37.9
250,25,45,2.38,22159.36,31.07,7.16,341,1,32.82,38.43
255,25,45,1.92,22552.53,30.89,7.02,354,1,33.85,38.01
260,25,45,2.12,23018.53,31.14,7.08,368,1,34.23,38.68
265,25,46,2.3,23791.96,31.14,7.05,381,1,33.73,38.79
270,25,46,2.47,24656.49,31.25,7.13,395,1,33.59,38.53
275,25,46,2.2,25782.45,31.21,7.09,410,1,34.75,37.9
280,25,46,2.24,26059.44,31.24,7.09,425,1,33.98,39.03
285,25,46,1.91,26978.34,31.33,7.12,440,1,34.74,38.54
290,25,46,2.2,27801.84,31.47,7.09,455,1,34.59,38.47
295,25,46,2.13,28791.2,31.5,7.12,471,1,36.04,39.34
300,25,46,2.15,29473.64,31.49,7.03,487,1,35.3,39.14
305,25,46,2.12,30326.11,31.49,7.08,504,1,35.22,39.18
310,25,46,2.24,31195.15,31.64,7.12,521,1,34.84,39.78
315,25,46,2.2,31634.31,31.52,7.09,538,1,36.72,39.78
320,25,47,2.36,32774.08,31.75,7.07,556,1,35.55,39.68
325,25,47,2.61,33712.88,31.59,7.06,574,1,35.84,39.54
330,25,47,2.72,34501.01,31.86,7.15,592,1,36.19,39.77
335,25,47,2.44,35639.79,31.81,7.15,611,1,35.94,40.5
340,25,47,1.97,36176.2,31.81,7.06,629,1,35.73,40.01
345,25,47,2.09,37362.97,31.75,7.14,649,1,36.61,39.93
350,25,48,2.49,38500.71,31.95,7.21,668,1,37.69,40.75
355,25,48,2.24,38986.56,31.92,7.16,688,1,36.28,40.93
360,25,48,2.2,40476.13,31.9,7.13,709,1,36.69,40.39
365,26,48,2.2,41272.97,32.23,7.25,729,1,37.41,40.94
370,26,48,2.31,42467.51,32.34,7.18,750,1,37.42,40.98
375,26,48,2.75,43726.48,32.12,7.08,771,1,38.02,41.52
380,26,49,2.14,44787.22,32.19,7.1,793,1,37.64,41.32
385,26,49,2.29,45764.61,32.21,7.08,814,1,39.51,41.43
390,26,49,2.56,46529.6,32.45,7.24,836,1,38.8,41.5
395,26,49,2.65,47582.69,32.27,7.16,859,1,38.1,41.55
400,26,50,2.49,48849.29,32.55,7.19,881,1,39.19,41.91
405,26,50,2.6,49853.18,32.47,7.28,904,1,38.75,42.0
410,26,50,2.76,51273.86,32.41,7.22,927,1,38.59,42.79
415,26,50,3.08,52314.27,32.59,7.2,950,1,39.6,42.41
420,26,51,3.02,53901.9,32.52,7.2,973,1,39.93,42.03
425,26,51,2.87,54668.96,32.56,7.1,996,1,40.72,43.07
430,26,51,2.53,55980.14,32.75,7.23,1020,1,39.99,42.78
435,26,52,3.12,57361.55,32.91,7.27,1044,1,39.98,43.53
440,27,52,2.65,58303.1,32.91,7.21,1068,1,41.22,43.78
445,27,52,3.08,59459.03,32.84,7.19,1092,1,41.07,43.96
450,27,53,2.81,60704.58,33.02,7.2,1116,1,40.74,44.2
455,27,53,3.0,61933.03,33.03,7.26,1140,1,41.38,43.38
460,27,53,2.87,63038.33,32.97,7.22,1164,1,41.85,43.6
465,27,54,2.9,64629.65,33.11,7.17,1188,1,41.85,44.6
470,27,54,3.34,65569.61,33.4,7.26,1213,1,42.17,44.37
475,27,54,2.93,66769.82,33.39,7.23,1237,1,41.74,44.58
480,27,55,3.2,68211.69,33.23,7.22,1261,1,42.65,44.79
485,27,55,3.29,69233.92,33.56,7.36,1285,1,43.39,45.35
490,28,56,3.46,70225.07,33.63,7.34,1309,1,43.18,44.52
495,28,56,3.29,71664.0,33.4,7.37,1333,1,43.02,45.34
500,28,56,3.86,72885.64,33.63,7.3,1357,1,42.85,45.34
505,28,57,3.18,74151.67,33.64,7.24,1381,1,43.95,45.76
510,28,57,3.29,75228.27,33.74,7.22,1405,1,44.2,45.59
515,28,58,3.38,76366.92,33.87,7.29,1428,1,45.09,46.34
520,28,58,3.56,77898.67,33.96,7.34,1452,1,44.8,45.79
525,28,58,3.79,78781.35,34.01,7.3,1475,1,44.9,46.41
530,29,59,3.4,79697.01,34.05,7.22,1498,1,44.0,46.88
535,29,59,4.1,81111.93,34.02,7.24,1520,1,45.01,46.53
540,29,60,3.73,82050.17,33.99,7.28,1543,1,45.69,46.91
545,29,60,3.68,83184.35,34.02,7.26,1565,1,45.98,46.66
550,29,61,4.01,84381.24,34.11,7.23,1587,1,45.81,47.07
555,29,61,4.1,85425.95,34.42,7.29,1608,1,46.88,47.44
560,29,61,3.9,86583.95,34.3,7.27,1629,1,46.08,47.02
565,29,62,4.43,87444.12,34.32,7.47,1650,1,46.76,48.6
570,29,62,3.89,88604.26,34.49,7.39,1670,1,45.91,47.94
575,30,63,3.93,89550.08,34.47,7.32,1690,1,46.74,47.45
580,30,63,4.32,90485.18,34.56,7.36,1709,1,47.37,48.22
585,30,63,4.06,91314.64,34.46,7.33,1728,1,46.32,48.41
590,30,64,4.55,92279.35,34.59,7.41,1747,1,47.7,48.23
595,30,64,4.53,93211.34,34.64,7.35,1764,1,48.01,48.31
600,30,65,4.12,93837.98,34.68,7.41,1782,1,47.97,48.62
605,30,65,4.74,94807.86,34.74,7.34,1799,1,49.2,48.34
610,30,65,4.62,95722.16,34.7,7.34,1815,1,48.61,48.47
615,30,66,4.49,96587.73,34.98,7.35,1831,1,48.5,48.94
620,30,66,4.35,97531.2,34.84,7.34,1846,1,48.66,48.8
625,31,66,4.18,97720.93,34.89,7.33,1860,1,49.14,48.64
630,31,67,4.35,98559.86,34.87,7.39,1874,1,48.9,49.3
635,31,67,4.54,99174.12,34.83,7.41,1887,1,48.27,49.34
640,31,67,4.87,99801.94,35.04,7.35,1900,1,48.43,49.44
645,31,67,4.79,100575.47,35.04,7.38,1911,1,49.59,49.5
650,31,68,4.38,101055.46,34.93,7.29,1923,1,49.65,49.07
655,31,68,4.9,101650.54,35.06,7.38,1933,1,48.62,49.76
660,31,68,5.13,101810.74,34.94,7.39,1943,1,49.41,49.83
665,31,68,4.77,102544.14,35.16,7.43,1952,1,49.35,48.98
670,31,69,4.8,103400.65,35.09,7.35,1960,1,49.54,49.76
675,31,69,4.87,103183.91,34.94,7.33,1967,1,49.02,49.62
680,31,69,4.89,103824.52,35.42,7.49,1974,1,48.81,49.27
685,31,69,4.77,103945.08,35.03,7.37,1980,1,50.75,49.98
690,31,69,4.86,104586.87,35.28,7.4,1985,1,49.79,49.65
695,31,69,5.27,104759.99,35.31,7.4,1990,1,49.89,49.47
700,31,69,4.86,104460.96,35.17,7.36,1993,1,48.98,49.78
705,31,69,5.26,104667.9,35.08,7.36,1996,1,50.08,49.92
710,31,69,4.67,105014.17,35.31,7.39,1998,1,49.8,50.5
715,31,69,4.77,104507.14,35.2,7.41,1999,1,50.04,50.31
720,32,70,4.78,105144.87,35.38,7.53,2000,1,51.01,49.96
725,31,69,5.06,104805.66,35.18,7.46,1999,1,50.31,49.85
730,31,69,4.73,104877.75,35.43,7.46,1998,1,49.41,49.33
735,31,69,4.78,104868.6,35.11,7.37,1996,1,50.19,50.27
740,31,69,5.16,104751.97,35.35,7.41,1993,1,49.78,50.39
745,31,69,4.91,104157.91,35.2,7.46,1990,1,49.23,49.61
750,31,69,4.95,103864.63,35.4,7.39,1985,1,50.57,50.12
755,31,69,5.18,104218.19,35.19,7.38,1980,1,50.37,49.82
760,31,69,4.98,103751.19,35.13,7.51,1974,1,49.55,49.5
765,31,69,4.58,103419.46,35.32,7.35,1967,1,50.06,49.89
770,31,69,5.19,103055.88,35.09,7.34,1960,1,50.79,50.08
775,31,68,4.82,102408.23,35.09,7.44,1952,1,49.36,49.36
780,31,68,5.02,102406.2,35.2,7.35,1943,1,49.89,49.88
785,31,68,4.66,101626.77,35.1,7.42,1933,1,49.63,49.52
790,31,68,4.6,101055.01,35.04,7.35,1923,1,49.06,48.86
795,31,67,4.42,100419.53,35.05,7.35,1911,1,48.82,49.23
800,31,67,4.54,100483.58,34.94,7.39,1900,1,50.2,48.87
805,31,67,4.71,99137.57,34.95,7.36,1887,1,48.74,49.11
810,31,67,4.78,98627.56,34.88,7.33,1874,1,48.71,48.89
815,31,66,4.64,98078.41,34.94,7.42,1860,1,48.97,48.78
820,30,66,4.27,97446.8,34.84,7.37,1846,1,48.72,48.97
825,30,66,4.5,96721.98,34.69,7.33,1831,1,47.5,49.0
830,30,65,4.58,95431.77,34.82,7.36,1815,1,47.68,48.74
835,30,65,4.56,95303.0,34.8,7.46,1799,1,48.36,48.5
840,30,65,4.53,93784.83,34.47,7.4,1782,1,47.83,47.95
845,30,64,4.48,93053.11,34.83,7.37,1764,1,47.46,48.13
850,30,64,4.32,92014.86,34.57,7.35,1747,1,47.44,48.62
855,30,63,4.08,91416.09,34.36,7.36,1728,1,47.28,48.39
860,30,63,4.66,90622.02,34.54,7.39,1709,1,47.75,47.68
865,30,63,4.12,89154.01,34.52,7.27,1690,1,47.9,48.39
870,29,62,4.11,88359.54,34.44,7.3,1670,1,47.05,47.77
875,29,62,4.01,87839.74,34.44,7.35,1650,1,46.02,48.13
880,29,61,3.97,86395.38,34.38,7.35,1629,1,45.65,47.57
885,29,61,3.87,85252.49,34.3,7.27,1608,1,45.32,46.92
890,29,61,4.02,84512.19,34.12,7.39,1587,1,46.4,47.24
895,29,60,4.11,83404.25,34.12,7.28,1565,1,45.26,47.58
900,29,60,3.78,82138.56,34.07,7.4,1543,1,45.82,47.46
905,29,59,3.92,81106.24,34.22,7.19,1520,1,45.43,46.9
910,29,59,3.55,79862.97,33.94,7.18,1498,1,45.38,46.55
915,28,58,3.75,78422.34,34.05,7.3,1475,1,44.25,46.03
920,28,58,3.53,77308.1,34.01,7.26,1452,1,45.1,45.87
925,28,58,3.64,76144.83,33.89,7.37,1428,1,44.6,45.9
930,28,57,3.27,75362.25,33.84,7.33,1405,1,45.27,45.59
935,28,57,3.72,74080.15,33.55,7.21,1381,1,43.61,45.48
940,28,56,3.32,72991.0,33.57,7.34,1357,1,43.54,45.61
945,28,56,3.3,71742.76,33.39,7.27,1333,1,42.91,45.12
950,28,56,3.24,70115.9,33.5,7.37,1309,1,43.43,45.61
955,27,55,3.35,68905.68,33.35,7.2,1285,1,43.4,45.0
960,27,55,3.28,68532.71,33.48,7.34,1261,1,42.88,45.27
965,27,54,3.43,67132.77,33.27,7.26,1237,1,41.82,44.4
970,27,54,3.09,65862.46,33.16,7.22,1213,1,41.63,44.38
975,27,54,2.99,64749.42,32.95,7.31,1188,1,41.62,44.07
980,27,53,2.78,63127.77,33.31,7.32,1164,1,41.94,44.2
985,27,53,2.79,61880.62,33.03,7.23,1140,1,41.8,43.59
990,27,53,2.97,60746.41,33.01,7.25,1116,1,40.71,43.39
995,27,52,2.99,59326.18,32.86,7.28,1092,1,41.22,43.24
1000,27,52,2.65,58551.28,32.92,7.26,1068,1,40.84,43.52
1005,26,52,2.52,57710.62,32.9,7.19,1044,1,41.51,43.7
1010,26,51,2.42,56416.2,32.99,7.2,1020,1,39.98,42.69
1015,26,51,2.7,54765.69,32.91,7.1,996,1,39.99,43.07
1020,26,51,2.63,53718.34,32.51,7.17,973,1,39.64,42.72
1025,26,50,2.53,52702.62,32.6,7.17,950,1,39.97,42.56
1030,26,50,2.66,51237.97,32.41,7.28,927,1,39.41,41.9
1035,26,50,2.82,50183.53,32.65,7.11,904,1,38.61,42.07
1040,26,50,2.67,48962.49,32.37,7.29,881,1,39.31,41.64
1045,26,49,3.09,47931.79,32.44,7.16,859,1,38.59,42.12
1050,26,49,2.52,46821.21,32.43,7.21,836,1,38.38,41.59
1055,26,49,2.17,45653.77,32.4,7.13,814,1,38.02,41.9
1060,26,49,2.26,44630.9,32.27,7.25,793,1,37.32,41.22
1065,26,48,2.36,43464.67,31.93,7.16,771,1,38.35,41.67
1070,26,48,2.5,42243.29,32.3,7.16,750,1,38.09,41.25
1075,26,48,2.27,41491.21,32.19,7.16,729,1,36.25,40.96
1080,25,48,2.22,40209.33,32.33,7.09,709,1,37.42,40.26
1085,25,48,2.45,39357.41,31.87,7.08,688,1,36.51,40.58
1090,25,48,2.42,38323.21,31.86,7.11,668,1,37.5,40.55
1095,25,47,2.33,37416.59,32.0,7.08,649,1,36.24,40.45
1100,25,47,2.18,36397.2,31.82,7.13,629,1,36.54,39.86
1105,25,47,2.27,35407.58,31.8,7.12,611,1,36.22,40.29
1110,25,47,2.26,34454.25,31.76,7.16,592,1,36.49,39.87
1115,25,47,2.31,33683.9,31.84,7.1,574,1,35.57,39.43
1120,25,47,2.31,32836.76,31.79,7.1,556,1,35.31,39.93
1125,25,46,1.98,31959.02,31.55,7.17,538,1,34.97,39.13
1130,25,46,1.9,31002.13,31.63,7.12,521,1,34.76,38.95
1135,25,46,2.13,30050.88,31.64,7.05,504,1,34.94,39.28
1140,25,46,2.08,29691.83,31.49,7.07,487,1,34.45,38.87
1145,25,46,2.54,28588.89,31.36,7.07,471,1,35.14,39.26
1150,25,46,2.24,27625.84,31.42,7.08,455,1,34.51,38.79
1155,25,46,2.13,27073.97,31.32,7.14,440,1,35.12,38.63
1160,25,46,2.13,26306.38,31.35,7.14,425,1,34.79,38.97
1165,25,46,2.45,25650.6,31.2,7.11,410,1,33.67,38.51
1170,25,46,2.1,24629.06,31.2,7.04,395,1,33.84,38.34
1175,25,46,2.05,23978.75,31.16,7.09,381,1,32.83,38.29
1180,25,45,2.38,23217.47,31.22,7.07,368,1,34.01,38.6
1185,25,45,2.22,22945.58,31.01,7.15,354,1,34.37,38.42
1190,25,45,2.22,22139.88,31.21,7.18,341,1,32.74,38.01
1195,25,45,2.28,21253.51,30.91,7.05,328,1,33.25,37.62
1200,25,45,2.06,20856.98,30.9,7.13,316,1,33.1,37.95
1205,25,45,2.09,20133.58,31.06,6.94,304,1,32.3,38.39
1210,25,45,1.99,19318.43,30.88,7.11,292,1,32.9,37.59
1215,25,45,2.1,19212.71,30.99,7.05,281,1,32.25,37.67
1220,25,45,1.75,18651.33,30.84,7.09,270,1,33.36,37.74
1225,25,45,2.23,18193.43,30.78,7.16,260,1,32.35,37.48
1230,25,45,1.95,17371.71,30.74,7.11,249,1,33.14,36.99
1235,25,45,2.71,16968.34,30.83,7.17,239,1,32.11,37.6
1240,25,45,2.19,16161.91,30.98,7.08,229,1,31.86,37.71
1245,25,45,2.2,15659.83,30.75,7.01,220,1,32.55,37.51
1250,25,45,1.75,15595.88,30.77,7.1,211,1,31.3,36.85
1255,25,45,2.04,15263.64,30.89,6.99,202,1,31.17,37.75
1260,25,45,2.36,14799.87,30.64,7.13,194,1,31.48,37.26
1265,25,45,2.34,14341.69,30.54,7.03,185,1,31.83,37.26
1270,25,45,1.89,13641.73,30.76,7.07,177,1,32.2,36.91
1275,25,45,1.97,13256.42,30.68,7.09,170,1,30.95,36.93
1280,25,45,2.21,13179.74,30.6,7.09,162,1,32.24,36.71
1285,25,45,2.11,12564.08,30.52,7.05,155,1,31.28,36.66
1290,25,45,1.99,12697.66,30.77,7.03,148,1,31.92,36.77
1295,25,45,1.83,12044.89,30.66,6.97,142,1,32.41,36.33
1300,25,45,2.02,11710.37,30.57,7.04,135,1,31.29,37.13
1305,25,45,2.15,11333.17,30.59,7.05,129,1,30.52,36.44
1310,25,45,2.24,10831.16,30.39,6.92,123,1,31.51,35.96
1315,25,45,2.0,11000.27,30.6,7.13,117,1,31.07,36.51
1320,25,45,1.87,10484.7,30.65,7.02,112,1,30.83,36.81
1325,25,45,2.32,10083.17,30.63,7.13,106,1,31.1,36.65
1330,25,45,2.15,10093.49,30.55,7.0,101,1,30.89,36.57
1335,25,45,2.01,10003.73,30.52,7.0,97,0,0.0,0.0
1340,25,45,2.43,9631.21,30.64,7.03,92,0,0.0,0.0
1345,25,45,2.17,9115.79,30.43,7.02,87,0,0.0,0.0
1350,25,45,2.28,8883.48,30.37,7.03,83,0,0.0,0.0
1355,25,45,1.85,8807.68,30.47,7.1,79,0,0.0,0.0
1360,25,45,1.7,8631.02,30.6,7.19,75,0,0.0,0.0
1365,25,45,2.29,8735.9,30.39,7.04,71,0,0.0,0.0
1370,25,45,2.41,8307.38,30.36,7.07,68,0,0.0,0.0
1375,25,45,1.81,8342.01,30.36,7.03,64,0,0.0,0.0
1380,25,45,2.01,8042.79,30.33,7.14,61,0,0.0,0.0
1385,25,45,2.03,8031.51,30.49,6.97,58,0,0.0,0.0
1390,25,45,2.06,7694.18,30.2,7.06,55,0,0.0,0.0
1395,25,45,2.03,7558.47,30.29,7.0,52,0,0.0,0.0
1400,25,45,2.16,7538.57,30.39,7.02,49,0,0.0,0.0
1405,25,45,1.92,7472.89,30.6,7.08,46,0,0.0,0.0
1410,25,45,1.97,6650.38,30.27,6.98,44,0,0.0,0.0
1415,25,45,1.91,6610.93,30.24,7.03,41,0,0.0,0.0
1420,25,45,1.87,6415.28,30.3,7.04,39,0,0.0,0.0
1425,25,45,1.92,6654.66,30.27,7.03,37,0,0.0,0.0
1430,25,45,2.04,6597.52,30.24,7.02,35,0,0.0,0.0
1435,25,45,1.84,6739.27,30.27,6.98,33,0,0.0,0.0
0,25,45,1.84,6324.53,30.36,7.05,31,0,0.0,0.0
5,25,45,1.86,6562.69,30.28,7.1,33,0,0.0,0.0
10,25,45,1.86,6847.64,30.27,7.07,35,0,0.0,0.0
15,25,45,2.12,7041.57,30.26,6.98,37,0,0.0,0.0
20,25,45,1.91,6822.4,30.31,7.07,39,0,0.0,0.0
25,25,45,2.08,7168.02,30.43,7.01,41,0,0.0,0.0
30,25,45,1.86,6794.5,30.38,7.01,44,0,0.0,0.0
35,25,45,1.99,7247.84,30.49,7.06,46,0,0.0,0.0
40,25,45,2.1,7376.67,30.31,7.06,49,0,0.0,0.0
45,25,45,1.84,7759.16,30.31,7.04,52,0,0.0,0.0
50,25,45,1.76,7852.2,30.43,7.04,55,0,0.0,0.0
55,25,45,2.25,7838.26,30.29,7.05,58,0,0.0,0.0
60,25,45,2.05,7557.06,30.33,7.0,61,0,0.0,0.0
65,25,45,2.05,8261.08,30.41,7.05,64,0,0.0,0.0
70,25,45,2.17,8403.23,30.46,7.12,68,0,0.0,0.0
75,25,45,1.77,8865.5,30.49,7.1,71,0,0.0,0.0
80,25,45,1.76,8980.35,30.49,6.98,75,0,0.0,0.0
85,25,45,2.09,9270.18,30.31,7.0,79,0,0.0,0.0
90,25,45,2.46,8950.3,30.43,7.09,83,0,0.0,0.0
95,25,45,2.29,9549.71,30.39,7.06,87,0,0.0,0.0
100,25,45,2.21,9816.71,30.51,6.99,92,0,0.0,0.0
105,25,45,1.94,10196.44,30.49,7.14,97,0,0.0,0.0
110,25,45,1.82,9603.52,30.44,7.06,101,1,31.25,36.12
115,25,45,2.09,10591.32,30.58,7.06,106,1,30.61,36.47
120,25,45,2.21,11105.95,30.58,7.09,112,1,32.11,36.51
125,25,45,1.64,10886.52,30.59,7.08,117,1,31.11,36.53
130,25,45,2.34,11292.67,30.53,7.07,123,1,30.45,36.85
135,25,45,2.24,11451.32,30.5,7.04,129,1,31.61,36.71
140,25,45,2.38,11622.82,30.58,6.98,135,1,30.78,36.87
145,25,45,1.91,12082.57,30.65,7.01,142,1,30.66,36.78
150,25,45,1.98,12278.54,30.56,7.03,148,1,30.8,36.78
155,25,45,1.62,12911.5,30.79,7.05,155,1,31.45,37.25
160,25,45,2.15,12942.29,30.69,7.03,162,1,32.04,36.6
165,25,45,2.07,13110.65,30.52,7.13,170,1,31.97,37.7
170,25,45,2.26,14035.88,30.67,7.04,177,1,31.7,37.29
175,25,45,2.2,14264.11,30.72,7.13,185,1,31.74,36.87
180,25,45,1.84,14632.0,30.58,7.02,194,1,31.8,37.04
185,25,45,2.06,14972.18,30.61,7.09,202,1,31.89,36.58
190,25,45,1.93,15513.87,30.62,7.04,211,1,32.15,37.39
195,25,45,1.88,15580.34,30.88,7.1,220,1,32.6,37.01
200,25,45,2.35,16441.43,30.81,7.01,229,1,32.8,37.39
205,25,45,2.51,17132.97,30.9,7.09,239,1,32.13,37.89
210,25,45,1.9,17597.83,30.76,7.02,249,1,32.02,37.2
215,25,45,2.42,17794.87,31.02,7.16,260,1,32.35,38.01
220,25,45,2.0,18080.27,30.98,7.03,270,1,31.74,37.08
225,25,45,2.37,19133.62,30.82,6.99,281,1,33.54,37.07
230,25,45,2.04,19460.77,31.05,7.02,292,1,32.93,38.4
235,25,45,1.91,20058.84,30.97,7.06,304,1,32.59,38.31
240,25,45,2.03,20568.04,30.97,7.18,316,1,33.27,37.19
245,25,45,1.79,20928.16,31.12,7.08,328,1,31.97,38.2
250,25,45,2.19,22001.97,31.27,7.07,341,1,33.45,38.6
255,25,45,2.5,22539.05,31.15,7.02,354,1,33.64,37.95
260,25,45,2.0,23535.86,31.13,7.13,368,1,33.42,37.95
265,25,46,2.26,24031.19,31.21,7.18,381,1,33.93,38.45
270,25,46,2.21,24722.04,31.06,7.1,395,1,33.51,39.17
275,25,46,2.5,25389.07,31.24,7.01,410,1,33.42,38.38
280,25,46,1.99,26022.68,31.3,7.13,425,1,34.69,39.0
285,25,46,2.19,27349.24,31.26,7.01,440,1,33.84,38.63
290,25,46,2.07,27903.39,31.32,7.03,455,1,35.15,38.74
295,25,46,2.13,28775.01,31.49,7.04,471,1,34.32,39.37
300,25,46,1.71,29502.38,31.26,7.06,487,1,34.53,39.43
305,25,46,2.15,30137.89,31.55,7.0,504,1,34.43,39.1
